アンケートID：f6fcb421-d313-4f0e-8a2e-0720168cf26e
アンケートタイトル：お名前.com ネットde診断 オプトインアカウントid回収
アンケート期間：2023/12/22 10:00 ～ 2024/11/01 00:00
回答ID,セッションID,回答日時,IP,Agent,回答1,ドメイン名,プロキシID
544,396e074d-dfce-6915-7d25-14c04f06019b,2024/07/18 11:21,10.31.145.160,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/126.0.0.0 safari/537.36",11726544
132,3eeaecb4-1bba-2ec3-3e4b-0449fedde0af,2024/07/17 12:36,10.31.145.160,"mozilla/5.0 (macintosh; intel mac os x 10_15_7) applewebkit/537.36 (khtml, like gecko) chrome/126.0.0.0 safari/537.36",11211059
163,1c2de54d-bd2e-65fb-4cda-3dade9aa96ec,2024/07/17 13:45,10.31.145.120,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/126.0.0.0 safari/537.36",10497868
168,c0de2320-bba8-1ab8-c982-8af5030c1b8a,2024/07/17 13:59,10.31.145.120,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/126.0.0.0 safari/537.36",11740865
386,e6375b2a-0311-8af3-5dbc-ddb30d1f665d,2024/07/17 23:01,10.31.145.120,"mozilla/5.0 (macintosh; intel mac os x 10_15_7) applewebkit/537.36 (khtml, like gecko) chrome/124.0.0.0 safari/537.36",11644894
638,2b15fad7-793a-142d-a3d0-2158fabccb92,2024/07/18 14:06,10.31.145.102,"mozilla/5.0 (macintosh; intel mac os x 10_15_7) applewebkit/537.36 (khtml, like gecko) chrome/126.0.0.0 safari/537.36",8729707
133,867fb09b-6b68-668f-f3a7-6d8a3d8679ac,2024/07/17 12:39,10.31.145.160,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/126.0.0.0 safari/537.36",10749463
150,2a1b4467-5d81-b012-fb71-d3fef6accb39,2024/07/17 13:11,10.31.145.160,"mozilla/5.0 (macintosh; intel mac os x 10_15_7) applewebkit/537.36 (khtml, like gecko) chrome/116.0.0.0 safari/537.36",6319667
152,6f0046ad-b990-9469-927e-16afd4f1e22e,2024/07/17 13:14,10.31.145.160,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/126.0.0.0 safari/537.36 edg/126.0.0.0",6053187
678,48db7cd3-9427-a1aa-20d1-d56372f6a9e5,2024/07/18 15:16,10.31.145.102,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/126.0.0.0 safari/537.36",7169608
693,e7c44240-782f-317d-4ce3-6566d4eeccb2,2024/07/18 15:52,10.31.145.102,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/126.0.0.0 safari/537.36",11683133
340,51ac5a2f-4762-73a3-88cb-e9a659cd0494,2024/07/17 19:56,10.31.145.120,"mozilla/5.0 (x11; cros x86_64 14541.0.0) applewebkit/537.36 (khtml, like gecko) chrome/126.0.0.0 safari/537.36",11264514
454,f1540800-c729-e249-c714-5b4b058c5a5f,2024/07/18 07:48,10.31.145.120,"mozilla/5.0 (macintosh; intel mac os x 10_15_7) applewebkit/605.1.15 (khtml, like gecko) version/16.3 safari/605.1.15",10058800
697,98e29abc-97c0-9d5e-0aaa-5d625cf0a292,2024/07/18 15:58,10.31.145.102,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/125.0.0.0 safari/537.36",5600142
159,7aa63e1d-5dcc-f962-95e5-5a92f17f86f8,2024/07/17 13:30,10.31.145.160,"mozilla/5.0 (macintosh; intel mac os x 10_15_7) applewebkit/605.1.15 (khtml, like gecko) version/17.5 safari/605.1.15",6267815
587,8a6d14b5-3d99-5988-efb4-2305118d97f1,2024/07/18 12:27,10.31.145.228,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/126.0.0.0 safari/537.36",5392491
594,825c1162-5c7d-05bc-5997-8b14f479a579,2024/07/18 12:36,10.31.145.228,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/126.0.0.0 safari/537.36",1444452
609,fd855629-2590-24a1-75ff-7a467a166883,2024/07/18 13:15,10.31.145.102,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/126.0.0.0 safari/537.36",11676245
184,54576bc7-aa0d-bb7b-55cc-98ebd72920a7,2024/07/17 14:32,10.31.145.160,"mozilla/5.0 (macintosh; intel mac os x 10_15_7) applewebkit/537.36 (khtml, like gecko) chrome/126.0.0.0 safari/537.36",10999350
239,6a06a6bf-b4b9-8d6c-76c4-51c13584ec0f,2024/07/17 16:19,10.31.145.160,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/126.0.0.0 safari/537.36",6809358
248,3aed4cab-cb17-bcdf-38c7-0eb1a2696be0,2024/07/17 16:36,10.31.145.160,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/126.0.0.0 safari/537.36",5928457
273,a85bb0bf-e9fc-081c-b30e-c8803279a582,2024/07/17 17:19,10.31.145.160,"mozilla/5.0 (macintosh; intel mac os x 10_15_7) applewebkit/537.36 (khtml, like gecko) chrome/126.0.0.0 safari/537.36",11580019
282,0c5a4f25-5c3d-17e2-d043-f1ce5f0f325c,2024/07/17 17:36,10.31.145.160,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/126.0.0.0 safari/537.36 edg/126.0.0.0",10139049
288,a7e623e8-e46e-f06d-dbdf-4d94bf7a7d39,2024/07/17 17:48,10.31.145.160,"mozilla/5.0 (macintosh; intel mac os x 10_15_7) applewebkit/605.1.15 (khtml, like gecko) version/16.5.2 safari/605.1.15",588485
485,ea7b243a-6695-39f2-6e3c-dc0a4b9f87f5,2024/07/18 09:18,10.31.145.160,"mozilla/5.0 (macintosh; intel mac os x 10_15_7) applewebkit/605.1.15 (khtml, like gecko) version/17.5 safari/605.1.15",10382781
307,a2c66215-2273-1e3a-7e2b-704e43cdd287,2024/07/17 18:19,10.31.145.160,"mozilla/5.0 (macintosh; intel mac os x 10_15_7) applewebkit/537.36 (khtml, like gecko) chrome/126.0.0.0 safari/537.36",5588429
545,0b0fdf81-9bf2-527c-d273-0fee338b0d45,2024/07/18 11:21,10.31.145.160,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/126.0.0.0 safari/537.36 edg/126.0.0.0",11749737
395,d494406b-8963-d941-ccea-d59a1735342e,2024/07/17 23:46,10.31.145.120,"mozilla/5.0 (macintosh; intel mac os x 10_15_7) applewebkit/537.36 (khtml, like gecko) chrome/126.0.0.0 safari/537.36",7231423
721,7dc01de7-05ca-8b61-2db2-cd58306a19e2,2024/07/18 16:21,10.31.145.228,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/126.0.0.0 safari/537.36 edg/126.0.0.0",7736920
125,c556fa54-7c30-2aa4-a108-e83367db9590,2024/07/17 12:24,10.31.145.160,"mozilla/5.0 (linux; android 10; k) applewebkit/537.36 (khtml, like gecko) chrome/126.0.0.0 mobile safari/537.36",11698325
135,1e07add6-1db9-92ee-9903-6b1ec4e64383,2024/07/17 12:40,10.31.145.120,"mozilla/5.0 (macintosh; intel mac os x 10_15_7) applewebkit/537.36 (khtml, like gecko) chrome/125.0.0.0 safari/537.36",11750184
208,aef7d990-32b5-8b40-f96c-ef2969d5aa32,2024/07/17 15:22,10.31.145.160,"mozilla/5.0 (macintosh; intel mac os x 10_15_7) applewebkit/537.36 (khtml, like gecko) chrome/118.0.0.0 safari/537.36",11088026
221,bf2e3399-39c6-9b36-b20d-4c638791e34f,2024/07/17 15:49,10.31.145.160,"mozilla/5.0 (macintosh; intel mac os x 10_15_7) applewebkit/605.1.15 (khtml, like gecko) version/17.5 safari/605.1.15",8355565
278,667d5df5-b996-4f2e-d01a-0a992ad99b97,2024/07/17 17:30,10.31.145.160,"mozilla/5.0 (macintosh; intel mac os x 10_15_7) applewebkit/537.36 (khtml, like gecko) chrome/126.0.0.0 safari/537.36",7065258
616,6b32aeb2-ed8a-5ed5-4b9f-13ab792cdbd9,2024/07/18 13:29,10.31.145.228,"mozilla/5.0 (macintosh; intel mac os x 10_15_7) applewebkit/537.36 (khtml, like gecko) chrome/126.0.0.0 safari/537.36",7860537
618,8a87d398-a308-c28a-06ab-e1af83519032,2024/07/18 13:29,10.31.145.228,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/126.0.0.0 safari/537.36",11718651
670,9362d8d1-2a52-344e-1a29-d4d390e044e9,2024/07/18 15:03,10.31.145.102,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/126.0.0.0 safari/537.36",8154438
675,d9fcf061-09c8-f2b2-487f-ecd713a4de49,2024/07/18 15:12,10.31.145.102,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/126.0.0.0 safari/537.36",11735472
712,2ac2dc25-3627-a784-0d06-bedfd2dfa20e,2024/07/18 16:14,10.31.145.102,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/126.0.0.0 safari/537.36",10278612
738,50953099-b0b1-4b6e-62a7-95ed4b84302b,2024/07/18 17:08,10.31.145.102,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/126.0.0.0 safari/537.36",6488070
739,9c7f2ec8-30fd-cca8-f9c1-392d57180bf0,2024/07/18 17:11,10.31.145.102,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/126.0.0.0 safari/537.36",10925587
479,7e8f0e38-9a0e-9205-17b5-659d241e438f,2024/07/18 08:59,10.31.145.160,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/126.0.0.0 safari/537.36",11743439
742,d3f103db-c7a7-9cca-49e9-54bb53632d47,2024/07/18 17:16,10.31.145.102,"mozilla/5.0 (iphone; cpu iphone os 17_5 like mac os x) applewebkit/605.1.15 (khtml, like gecko) crios/126.0.6478.153 mobile/15e148 safari/604.1",11714304
749,8e95ace2-cd95-9a16-06e9-e515e6530691,2024/07/18 17:23,10.31.145.102,"mozilla/5.0 (macintosh; intel mac os x 10_15_7) applewebkit/537.36 (khtml, like gecko) chrome/126.0.0.0 safari/537.36",5357414
